displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
3,5-Apr,Dizel,170,Banja Luka,Mercedes-Benz,176420,C 300,27500,Mercedes-Benz C300 C 300 3.0 2012 4Matic V6 Avantgard,2012,Crna,TRUE,Sva četiri,Euro 5,17,Automatik,Karavan,TRUE,TRUE,TRUE
1.5,5-Apr,Dizel,80,Živinice,Mercedes-Benz,181000,A 180,28900,Mercedes A 180 CDI 2016 god 181.000km *facelift*,2016,Plava,TRUE,Sva četiri,Euro 6,16,Manuelni,Limuzina,TRUE,TRUE,FALSE
4,5-Apr,Dizel,225,Posušje,Mercedes-Benz,384000,ML 420,27222,Mercedes-Benz ML 420 ( E GL 320 350 450 500 ),2007,Crna,TRUE,Sva četiri,Euro 4,18,Automatik,SUV,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Doboj Jug,Mercedes-Benz,210000,C 250,27990,"Mercedes-Benz C250 AMG, 2.2 CDI 150kw, 4matic",2013,Siva,TRUE,Sva četiri,Euro 5,17,Automatik,Karavan,TRUE,TRUE,TRUE
3,5-Apr,Dizel,170,Vogošća,Mercedes-Benz,304000,E 350,30000,Mercedes e 350 4matic e350,2010,Siva,TRUE,Sva četiri,Euro 5,17,Automatik,Limuzina,FALSE,TRUE,FALSE
3.2,5-Apr,Dizel,173,Zenica,Mercedes-Benz,230000,S 320,26500,Mercedes-Benz S320CDI 4MATIC 173KW 2007g MOZE ZAMJENA,2007,Crna,TRUE,Sva četiri,Euro 4,19,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Brčko,Mercedes-Benz,293499,E 220,29900,Mercedes-BenzE 220 Elegance Model 2015 Tek Uvezen,2014,Crna,TRUE,Zadnji,Euro 5,19,Automatik,Limuzina,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,150,Mostar,Mercedes-Benz,259000,GLK 250,28900,MERCEDES GLK 250 CDI 4MATIC,2011,Siva,TRUE,Sva četiri,Euro 5,19,Automatik,Terenac,TRUE,FALSE,FALSE
2.2,3-Feb,Dizel,150,Sarajevo - Stari Grad,Mercedes-Benz,290000,E 250,27800,Mercedes-Benz E 250 Cdi,2010,Crna,TRUE,Zadnji,Euro 5,18,Manuelni,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Banja Luka,Mercedes-Benz,519333,E 220,21999,Mercedes-Benz E 220 CDI 2016gp 7G automatik 066511000,2016,Crna,TRUE,Zadnji,Euro 6,16,Automatik,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,88,Banja Luka,Mercedes-Benz,200000,C-Klasse (Svi),23700,Mercedes-Benz C-Klasse  moguca zamjena,2014,Bijela,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,FALSE
3,5-Apr,Dizel,173,Istočni Stari Grad,Mercedes-Benz,283580,S 320,26900,MERCEDES S 320 CDI LONG 4MATIC 2006 g. (Reg.do 04/2024),2006,Plava,TRUE,Sva četiri,Euro 4,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Banja Luka,Mercedes-Benz,187000,A 200,32900,"Mercedes A200, AMG, mod. 2015,Full AMG, citaj detaljno",2014,Crna,TRUE,Prednji,Euro 5,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Gradačac,Mercedes-Benz,301000,GLK 220,26900,MERCEDES GLK 2.2 CDI 125 KW 2011 GOD MOZE ZAMJENA,2011,Zelena,TRUE,Zadnji,Euro 5,17,Manuelni,Terenac,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Doboj Jug,Mercedes-Benz,259000,GLK 220,24900,MERCEDES GLK 220 DIZEL4X4 MODEL 2010 GOD,2009,Crna,TRUE,Sva četiri,Euro 5,17,Automatik,SUV,TRUE,FALSE,FALSE
1.5,5-Apr,Dizel,80,Bijeljina,Mercedes-Benz,207850,B 180,28500,Mercedes-Benz B 180 2016,2016,Crna,TRUE,Prednji,Euro 6,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Prijedor,Mercedes-Benz,193500,E 250,39500,Mercedes-Benz E 250 2014 2.2 150KW/AVANTGARDE/PANORAMA,2014,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
3,3-Feb,Dizel,70,Ljubuški,Mercedes-Benz,29000,G 300,49950,Mercedes-Benz 300GD W460 Kabrio Oldtimer,1986,Crna,FALSE,Sva četiri,Euro 0,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,110,Banja Luka,Mercedes-Benz,215000,E 220,65999,Mercedes-Benz E 220 Exclusive 2019mod w213 065659659,2018,Plava,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,143,Derventa,Mercedes-Benz,61986,E 220,72900,Mercedes-Benz E 220 2019,2019,Crna,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,TRUE,TRUE,FALSE
0.6,5-Apr,Elektro,300,Sarajevo - Centar,Mercedes-Benz,18700,Drugi,100000,Mercedes-Benz EQC 400 AMG 4-Matic,2020,Plava,TRUE,Sva četiri,Euro 6,20,Automatik,unavailable,FALSE,TRUE,FALSE
3,5-Apr,Dizel,190,Banja Luka,Mercedes-Benz,181000,GLE 350,88000,Mercedes-Benz GLE 350 2016,2016,Crna,TRUE,Prednji,Euro 6,20,Automatik,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,110,Široki Brijeg,Mercedes-Benz,160500,E 200,55900,Mercedes-Benz E 200 CDI 2018,2018,Crna,FALSE,Zadnji,Euro 6,16,Automatik,unavailable,FALSE,FALSE,FALSE
1.5,5-Apr,Dizel,85,Tuzla,Mercedes-Benz,146250,B-Klasse (Svi),49900,Mercedes-Benz B-Klasse 180D 7G Kamera Parkassist,2020,Crna,TRUE,Prednji,Euro 6,16,Manuelni,Malo auto,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,143,Kiseljak,Mercedes-Benz,100000,E 220,53000,Mercedes E 220d AMG karavan w213 Facelift 2018 god,2018,Crna,TRUE,Zadnji,Euro 6,16,Automatik,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,130,Laktaši,Mercedes-Benz,119844,CLA 220,51000,Mercedes-Benz CLA 220 D,2018,Crna,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,143,Živinice,Mercedes-Benz,224000,E 220,55900,Mercedes All Terran E 220 143 kW 2018 god 4x4,2018,Plava,TRUE,Sva četiri,Euro 6,19,Automatik,Karavan,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,100,Banja Luka,Mercedes-Benz,139000,E 200,37900,MERCEDES W212 E200 CDI 2014 *139000km* E 200 E220,2014,Crna,TRUE,Zadnji,Euro 6,16,Automatik,Limuzina,TRUE,TRUE,FALSE
2.2,3-Feb,Dizel,143,Vitez,Mercedes-Benz,105000,E 220,85000,Mercedes-Benz E 220 AMG 2018 CABRIO KABRIO CABRIOLET,2018,Crna,TRUE,Zadnji,Euro 6,16,Automatik,Kabriolet,TRUE,TRUE,TRUE
2,5-Apr,Dizel,110,Sarajevo - Centar,Mercedes-Benz,108000,B 200,44500,Mercedes-Benz B 200 Full /110kw 2.0/ 8G/2019g.,2019,Plava,TRUE,Prednji,Euro 6,16,Automatik,Malo auto,TRUE,TRUE,FALSE
2,5-Apr,Dizel,110,Sarajevo - Centar,Mercedes-Benz,299500,E 200,51900,Mercedes-Benz E 200 CDI W213,2016,Siva,TRUE,Zadnji,Euro 6,19,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Dizel,190,Živinice,Mercedes-Benz,166180,E 350,74900,Mercedes-Benz E 350d 4matic AVANTGARDE,2018,Siva,TRUE,Sva četiri,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,135,Banja Luka,Mercedes-Benz,216000,GLC 220,64500,MERCEDES GLC 220 CDI 4MATIC 9G TR AMG PANORAMA,2017,Siva,TRUE,Sva četiri,Euro 6,18,Automatik,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,120,Brčko,Mercedes-Benz,250000,CLS 220,49990,Mercedes CLS 220d 9G FACELIFT 360kam FULL CLS250 CLS350,2015,Siva,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2,3-Feb,Dizel,142,Tuzla,Mercedes-Benz,114000,E 220,81900,Mercedes E 220 Coupe E220,2017,Siva,TRUE,Prednji,Euro 5,16,Automatik,unavailable,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Ilidža,Mercedes-Benz,126980,B 180,38980,Mercedes-Benz B 180 d 2017,2017,Siva,TRUE,Prednji,Euro 6,16,Automatik,Malo auto,FALSE,TRUE,FALSE
3.5,5-Apr,Dizel,190,Ljubuški,Mercedes-Benz,205000,E 350,67900,Mercedes-Benz E 350 AMG,2017,Siva,TRUE,Zadnji,Euro 5,19,Automatik,unavailable,TRUE,TRUE,TRUE
3,5-Apr,Dizel,190,Mostar,Mercedes-Benz,192000,GLC 350,79000,Mercedes-Benz GLC 350 CDI 4MATIC/ AMG/PANORAMA,2018,Siva,TRUE,Sva četiri,Euro 6,16,Automatik,unavailable,TRUE,TRUE,FALSE
2,5-Apr,Dizel,110,Živinice,Mercedes-Benz,20450,GLA 200,84900,Mercedes-Benz GLA 200 d 4M - Certified,2020,Crna,TRUE,Sva četiri,Euro 6,18,Automatik,SUV,TRUE,TRUE,FALSE
3,5-Apr,Dizel,210,Travnik,Mercedes-Benz,188060,CLS 350,79999,"MERCEDES-BENZ CLS 350D 4 MATIC 2018,UVOZ, REGIS.",2018,Crna,TRUE,Sva četiri,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,100,Ilidža,Mercedes-Benz,148000,A 200,36500,Mercedes A200cdi 3xAMG mod 2016 Full,2016,Crna,TRUE,Prednji,Euro 6,18,Automatik,Malo auto,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,150,Živinice,Mercedes-Benz,233000,ML 250,38900,"Mercedes ML 250 CDI 150kW mod 2012 *navii,4x4*",2011,Bijela,TRUE,Sva četiri,Euro 6,18,Automatik,Terenac,TRUE,TRUE,FALSE
4.6,5-Apr,Benzin,320,Posušje,Mercedes-Benz,192000,S 550,39500,Mercedes-Benz S 550 2010,2010,Bijela,TRUE,Sva četiri,Euro 5,19,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Benzin,270,Sarajevo - Novi Grad,Mercedes-Benz,163000,GLC 43 AMG,84900,Mercedes GLC 43 4Matic AMG 9G-Tronic Pano 367ks 2017,2017,Bijela,TRUE,Sva četiri,Euro 6,20,Automatik,Terenac,TRUE,FALSE,FALSE
2.2,5-Apr,Dizel,140,Sarajevo - Novo Sarajevo,Mercedes-Benz,159000,A 220,49800,Mercedes-Benz A 220 cdi AMG paket 2019.,2019,Crna,TRUE,Prednji,Euro 6,16,Automatik,unavailable,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,120,Mostar,Mercedes-Benz,150000,GLC 220,65900,MERCEDES-Benz GLC 220 D AMG Line 4MATIC 9G-Tronic,2017,Siva,TRUE,Sva četiri,Euro 6,18,Automatik,Terenac,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,110,Banja Luka,Mercedes-Benz,316000,E 220,32500,Mercedes E200 2.2 CDI Facelift,2013,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,180,Ilidža,Mercedes-Benz,35000,GLC 300,114000,Mercedes-Benz GLC 300 d 4MATIC I Certified,2020,Siva,FALSE,Sva četiri,Euro 6,20,Automatik,Terenac,FALSE,TRUE,TRUE
3,5-Apr,Dizel,200,Banja Luka,Mercedes-Benz,147000,GLE 350,136900,MERCEDES GLE 350 D 4MATIC AMG 2020 7 SJEDISTA,2020,Crna,TRUE,Sva četiri,Euro 6,20,Automatik,Terenac,TRUE,TRUE,FALSE
3,5-Apr,Dizel,243,Ilidža,Mercedes-Benz,71686,GLE 400,174980,Mercedes-Benz GLE 400 d 4MATIC I Certified I 7 sjedišta,2019,Siva,FALSE,Sva četiri,Euro 6,21,Automatik,SUV,TRUE,TRUE,FALSE
3,5-Apr,Benzin,320,Sarajevo - Centar,Mercedes-Benz,42000,AMG GT,204900,Mercedes-Benz AMG GT 53,2019,Crna,TRUE,Sva četiri,Euro 6,21,Automatik,Sportski/kupe,TRUE,TRUE,TRUE
3,5-Apr,Dizel,250,Ljubuški,Mercedes-Benz,107214,CLS 400,114990,Mercedes CLS 400d 9G-Tronic 4Matic AMG Line EDITION 1,2018,Crna,TRUE,Sva četiri,Euro 5,20,Automatik,Limuzina,TRUE,TRUE,FALSE
2,5-Apr,Benzin,310,Lukavac,Mercedes-Benz,45000,A 45 AMG,105000,Mercedes-Benz AMG A 45 4MATIC S,2020,Crna,TRUE,Sva četiri,Euro 6,16,Automatik,unavailable,TRUE,TRUE,TRUE
3,5-Apr,Dizel,210,Ilidža,Mercedes-Benz,77000,CLS 350,105000,Mercedes CLS 350d 4 Matic AMG W257,2018,Crna,TRUE,Sva četiri,Euro 6,20,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Dizel,210,Ljubuški,Mercedes-Benz,92083,CLS 350,115990,Mercedes CLS 350d 4M 9G 3xAMG MULTIBEAM VIRT DISTRONIC,2018,Siva,TRUE,Sva četiri,Euro 6,20,Automatik,Limuzina,TRUE,TRUE,FALSE
3,5-Apr,Dizel,250,Ljubuški,Mercedes-Benz,137198,CLS 400,120990,Mercedes CLS 400 D 4Matic 3xAMG Edition1 Night 340 KS,2021,Siva,TRUE,Sva četiri,Euro 6,20,Automatik,Limuzina,TRUE,TRUE,FALSE
3,5-Apr,Dizel,250,Ljubuški,Mercedes-Benz,40740,CLS 400,139990,Mercedes CLS 400 d 4Matic 3xAMG Night Airmatic 360 *,2019,Srebrena,TRUE,Sva četiri,Euro 6,20,Automatik,Limuzina,TRUE,TRUE,FALSE
2,5-Apr,Dizel,143,Ljubuški,Mercedes-Benz,55070,GLC 220,102990,Mercedes GLC 220 D 4Matic 3xAMG Virtual Multibeam LED *,2019,Crvena,TRUE,Sva četiri,Euro 6,19,Automatik,Monovolumen,TRUE,TRUE,FALSE
2,5-Apr,Dizel,143,Ljubuški,Mercedes-Benz,60317,GLC 220,109990,Mercedes GLC Coupe 220 D 4Matic 194 KS 3xAMG,2019,Crna,TRUE,Sva četiri,Euro 6,19,Automatik,SUV,TRUE,TRUE,FALSE
2,5-Apr,Dizel,143,Ljubuški,Mercedes-Benz,125047,GLC 220,119990,Mercedes GLC Coupe 220d 4M 3xAMG Night Full-LED,2019,Crvena,TRUE,Sva četiri,Euro 6,19,Automatik,SUV,TRUE,TRUE,FALSE
2,5-Apr,Dizel,180,Ljubuški,Mercedes-Benz,110589,GLC 300,121990,Mercedes GLC 300d Coupe 9G 3xAMG Night Airmatic 245KS*,2019,Bijela,TRUE,Sva četiri,Euro 6,20,Automatik,SUV,TRUE,TRUE,FALSE
2,5-Apr,Dizel,180,Ljubuški,Mercedes-Benz,119286,GLC 300,124990,Mercedes GLC 300d Coupe 9G 4Matic 3xAMG+Night Airmatic,2019,Siva,TRUE,Sva četiri,Euro 6,19,Automatik,SUV,TRUE,TRUE,FALSE
2,5-Apr,Dizel,180,Ljubuški,Mercedes-Benz,122602,GLC 300,120990,Mercedes GLC Coupe 300d 4Matic 9G 3xAMG 245 KS,2019,Bijela,TRUE,Sva četiri,Euro 6,20,Automatik,SUV,TRUE,TRUE,FALSE
3,5-Apr,Dizel,243,Ljubuški,Mercedes-Benz,127309,GLE 400,172990,Mercedes-Benz GLE 400d 4Matic 9G 7-Sjedišta 330KS AMG*,2019,Bijela,TRUE,Sva četiri,Euro 6,21,Automatik,SUV,TRUE,TRUE,FALSE
2,5-Apr,Dizel,180,Ljubuški,Mercedes-Benz,105211,GLE 300,129990,Mercedes GLE 300d 4Matic 9G 3xAMG Airmatic Multibeam*,2019,Siva,TRUE,Sva četiri,Euro 6,20,Automatik,SUV,TRUE,TRUE,FALSE
2,5-Apr,Dizel,235,Ljubuški,Mercedes-Benz,10082,GLE 350 coupe,219990,Mercedes GLE 350 Coupe 4Matic 3xAMG + NIGHT DISTRONIC,2022,Crna,TRUE,Sva četiri,Euro 6,21,Automatik,SUV,TRUE,TRUE,FALSE
3,5-Apr,Dizel,235,Ljubuški,Mercedes-Benz,83025,GLE 350 coupe,199990,Mercedes GLE 350 DE 9G 3xAMG NIGHT Distronic AIRMATIC,2021,Siva,TRUE,Sva četiri,Euro 6,20,Automatik,SUV,TRUE,TRUE,FALSE
3,5-Apr,Dizel,200,Ljubuški,Mercedes-Benz,101817,GLE 350 coupe,185990,Mercedes GLE Coupe 350d 9G 4Matic 3xAMG Night Airmatic,2021,Plava,TRUE,Sva četiri,Euro 6,22,Automatik,SUV,TRUE,TRUE,FALSE
5,5-Apr,Benzin,335,Konjic,Mercedes-Benz,195000,S 500,95000,Mercedes-Benz S 500 4matic AMG,2016,Bijela,TRUE,Sva četiri,Euro 6,16,Automatik,unavailable,FALSE,TRUE,TRUE
2,5-Apr,Dizel,180,Ljubuški,Mercedes-Benz,81700,GLC 300,111990,Mercedes GLC 300 D Coupe 9G-Tronic AMG Line MULTIBEAM,2019,Bijela,TRUE,Sva četiri,Euro 5,19,Automatik,Terenac,TRUE,TRUE,FALSE
2,5-Apr,Dizel,180,Ljubuški,Mercedes-Benz,104860,GLC 300,96990,Mercedes GLC 300 D 4Matic 9G-Tronic AMG Line MULTIBEAM,2019,Siva,TRUE,Sva četiri,Euro 5,19,Automatik,Terenac,TRUE,TRUE,FALSE
3,5-Apr,Dizel,210,Sarajevo - Novi Grad,Mercedes-Benz,34000,G-Klasse (Svi),279900,Mercedes G350 AMG 34.000km Presao! 2021god,2021,Crna,TRUE,Sva četiri,Euro 5,16,Automatik,SUV,TRUE,TRUE,FALSE
4,3-Feb,Benzin,410,Tešanj,Mercedes-Benz,32460,AMG GT,159000,Mercedes-Benz AMG GT 2017,2017,Narandžasta,TRUE,Sva četiri,Euro 5,20,Automatik,unavailable,TRUE,TRUE,FALSE
4,5-Apr,Benzin,470,Ljubuški,Mercedes-Benz,89000,AMG GT,254990,Mercedes-Benz AMG GT 63 S 4Matic  4 Doors 639 KS,2020,Siva,TRUE,Sva četiri,Euro 5,21,Automatik,Sportski/kupe,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,143,Sanski Most,Mercedes-Benz,49000,E 220,110000,Mercedes E220 cdi 2021mod AMG Line,2020,Bijela,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,FALSE
4,5-Apr,Benzin,345,Sanski Most,Mercedes-Benz,179000,S 560,160000,Mercedes S 560 Coupe 4Matic 2018god,2018,Crna,TRUE,Sva četiri,Euro 6,20,Automatik,Sportski/kupe,TRUE,TRUE,TRUE
2,5-Apr,Dizel,100,Tomislavgrad,Mercedes-Benz,270000,200,6200,Mercedes-Benz 200d,1988,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,5-Apr,Benzin,60,Sarajevo - Stari Grad,Mercedes-Benz,160000,A 140,4700,Mercedes-Benz A 140 2001,2001,Siva,FALSE,Zadnji,Euro 3,16,Automatik,Limuzina,TRUE,FALSE,FALSE
2,5-Apr,Dizel,55,Živinice,Mercedes-Benz,336174,190,4300,Mercedes 190,1991,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.6,5-Apr,Benzin,125,Bijeljina,Mercedes-Benz,300000,240,3200,Mercedes-Benz C240 Avantgarde Benzin/Plin,2000,Siva,TRUE,Zadnji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,TRUE
2,5-Apr,Dizel,55,Jablanica,Mercedes-Benz,544824,190,2900,Mercedes-Benz 190 1990,1990,Plava,FALSE,Zadnji,Euro 1,16,Manuelni,Limuzina,FALSE,FALSE,TRUE
2.3,5-Apr,Benzin,97,Bijeljina,Mercedes-Benz,390000,E 230,4700,Mercedes-Benz E 230 (124) Benzin - Plin,1991,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,TRUE
2,5-Apr,Benzin,90,Čelinac,Mercedes-Benz,200000,190,4300,Mercedes 190E...REGISTROVAN,1995,Bijela,FALSE,Zadnji,Euro 5,15,Automatik,Limuzina,FALSE,FALSE,TRUE
2.5,5-Apr,Dizel,66,Živinice,Mercedes-Benz,256000,E 250,3150,Mercedes 124 250D 1986 nedavno registrovan,1986,Siva,FALSE,Prednji,Euro 1,15,Manuelni,Limuzina,FALSE,FALSE,TRUE
1.7,5-Apr,Dizel,66,Banja Luka,Mercedes-Benz,245000,A 170,3300,Mercedes-Benz A 170 CDI KLIMA 2000GP,2000,Siva,FALSE,Prednji,Euro 3,15,Manuelni,unavailable,TRUE,FALSE,TRUE
2,5-Apr,Dizel,100,Derventa,Mercedes-Benz,305285,200,3200,Mercedes-Benz 200,1987,Plava,FALSE,Zadnji,Euro 5,15,Manuelni,unavailable,FALSE,FALSE,TRUE
2.4,5-Apr,Dizel,53,Živinice,Mercedes-Benz,226000,240,9900,Mercedes-Benz 123 240d 1982 godiste,1982,Žuta,FALSE,Zadnji,Euro 5,14,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.5,5-Apr,Benzin,70,Bijeljina,Mercedes-Benz,171000,A 160,8800,MERCEDES A 160 BLUECO,2009,Crna,TRUE,Prednji,Euro 5,15,Manuelni,Malo auto,TRUE,TRUE,TRUE
3,5-Apr,Dizel,170,Srebrenik,Mercedes-Benz,300000,ML 320,8500,Mercedes-Benz ML320,2007,Crna,FALSE,Prednji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,80,Zenica,Mercedes-Benz,238381,A 180,7800,Mercedes-Benz A 180 CDI 2008,2008,Crna,FALSE,Prednji,Euro 4,15,Manuelni,Limuzina,TRUE,FALSE,TRUE
2,5-Apr,Dizel,90,Grude,Mercedes-Benz,360000,C 200,7500,Mercedes-Benz C w203,2004,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,90,Kakanj,Mercedes-Benz,400000,220,7999,Mercedes w211 E220 cdi 90kw 2004 reg do3/2024 elegance,2004,Smeđa,TRUE,Zadnji,Euro 4,17,Automatik,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,85,Velika Kladuša,Mercedes-Benz,290000,C 220,5400,Mercedes-Benz C 220,2001,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Karavan,FALSE,TRUE,TRUE
2,5-Apr,Dizel,103,Visoko,Mercedes-Benz,320000,B 200,10000,Mercedes-Benz B 200 2010 god Top stanje,2010,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,105,Sarajevo - Centar,Mercedes-Benz,290000,220,5499,Mercedes Benz C220 Elegance Tek Registrovan,2002,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Karavan,TRUE,FALSE,TRUE
2,5-Apr,Dizel,55,Glamoč,Mercedes-Benz,370000,190,5200,Mercedes-Benz 190 1990,1990,Siva,FALSE,Prednji,Euro 5,15,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.9,5-Apr,Dizel,80,Mostar,Mercedes-Benz,450000,200,4300,Mercedes-Benz 210 1991,1991,Crna,FALSE,Prednji,Euro 5,16,Manuelni,Kombi,FALSE,FALSE,FALSE
1.5,5-Apr,Benzin,70,Banja Luka,Mercedes-Benz,185000,B 150,8500,Mercedes-Benz B 150,2006,Crna,FALSE,Prednji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,FALSE
1.8,5-Apr,Dizel,80,Doboj,Mercedes-Benz,303000,B 180,9500,Mercedes Benz B 180 CDI,2006,Siva,TRUE,Prednji,Euro 4,16,Automatik,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,85,Prijedor,Mercedes-Benz,350000,200,6000,Mercedes-Benz 200,2003,Zelena,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,TRUE,FALSE,TRUE
2.5,5-Apr,Dizel,67,Tomislavgrad,Mercedes-Benz,350000,190,6200,Mercedes 190 25d 89g,1989,Bijela,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
3.2,5-Apr,Benzin,165,Čapljina,Mercedes-Benz,261000,S 320,6950,Mercedes-Benz S 320,2001,Srebrena,TRUE,Zadnji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,FALSE
2.2,5-Apr,Dizel,90,Bugojno,Mercedes-Benz,302000,C 200,6000,Mercedes-Benz C 200 / Rigistrovan,2003,Crna,TRUE,Zadnji,Euro 3,15,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.7,3-Feb,Dizel,125,Sarajevo - Centar,Mercedes-Benz,311500,CLK 270,9500,Mercedes Benz CLK 270 CDI TEK REG.,2004,Crna,TRUE,Zadnji,Euro 5,17,Automatik,Sportski/kupe,TRUE,TRUE,TRUE
2.7,5-Apr,Dizel,120,Gračanica,Mercedes-Benz,200000,270,10000,Mercedes-Benz 270 2003,2003,Siva,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Brčko,Mercedes-Benz,308000,E 220,12500,Mercedes-Benz E 220 Tek registrovan,2007,Siva,TRUE,Zadnji,Euro 4,17,Automatik,Limuzina,TRUE,FALSE,TRUE
2.7,5-Apr,Dizel,120,Gradačac,Mercedes-Benz,300000,ML 270,10500,Mercedes ML270 CDi Facelift**Top stanje**,2001,Siva,TRUE,Sva četiri,Euro 5,16,Automatik,Terenac,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,150,Grude,Mercedes-Benz,298000,C 250,13999,Mercedes-Benz C 250 C250 CDI *XENON*Navi*Euro5*UVOZ*,2010,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Karavan,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,110,Sarajevo - Novi Grad,Mercedes-Benz,304000,E 220,10500,Mercedes-Benz E 220 CDI 2004 AUTOMATIK,2004,Siva,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Zenica,Mercedes-Benz,258000,C 200,14900,Mercedes-Benz C 200 2009 Xenon/Navi/Karavan,2009,Siva,TRUE,Zadnji,Euro 4,17,Manuelni,Karavan,TRUE,TRUE,TRUE
2,5-Apr,Dizel,60,Cazin,Mercedes-Benz,216000,A 160,9100,Mercedes A 160 cdi,2010,Siva,TRUE,Prednji,Euro 5,16,Manuelni,Malo auto,TRUE,TRUE,TRUE
4,5-Apr,Dizel,191,Bijeljina,Mercedes-Benz,280000,E 400,14000,Mercedes E400 CDI (AVANTGARDE) E 400,2003,Siva,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Prnjavor,Mercedes-Benz,500000,E 220,10200,Mercedes Benz e220 w211 2007 170 ks 125 kw,2007,Siva,TRUE,Sva četiri,Euro 4,16,Automatik,Limuzina,TRUE,FALSE,TRUE
