displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,updatedAt,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
2.0,4/5,Dizel,110.0,Sarajevo - Novo Sarajevo,Škoda,287000.0,Octavia Scout,23900,Škoda Octavia scout 2.0 tdi 4x4 110KW 2014 god 12.mjese,2023-07-29T10:18:15.342Z,2014.0,Siva,True,Sva četiri,Euro 5,17.0,Manuelni,Karavan,True,FALSE,FALSE
2.0,4/5,Dizel,110.0,Široki Brijeg,Škoda,204586.0,Superb,27989,"Škoda Superb L&K 2019,XENON,KOŽA,NAVI,KLIMA,PDC,ROLO..",2023-09-16T03:14:46.703Z,2019.0,Crna,True,Sva četiri,Euro 6,18.0,Manuelni,Limuzina,True,True,FALSE
2.0,4/5,Dizel,110.0,Banja Luka,Škoda,184000.0,Octavia Scout,27900,SKODA OCTAVIA SCOUT 2.0 TDI 150KS 4X4 2016 LED XENON,2023-09-02T05:46:57.012Z,2016.0,Bijela,True,Sva četiri,Euro 6,17.0,Manuelni,Karavan,True,FALSE,FALSE
2.0,4/5,Dizel,109.0,Banja Luka,Škoda,191000.0,Octavia Scout,25900,SKODA OCTAVIA SCOUT 2.0 TDI 150KS 4X4 2015,2023-08-26T13:30:05.041Z,2015.0,Bijela,True,Sva četiri,Euro 6,17.0,Manuelni,Karavan,True,FALSE,FALSE
2.0,4/5,Dizel,110.0,Travnik,Škoda,268250.0,Octavia,29900,ŠKODA OCTAVIA 2.0 TDI 4x4 2017 UVOZ DO REGISTRACIJE,2023-07-22T10:37:09.991Z,2017.0,Crna,True,Sva četiri,Euro 6,16.0,Manuelni,Limuzina,True,True,FALSE
2.0,4/5,Dizel,135.0,Mostar,Škoda,280000.0,Octavia,29900,Škoda Octavia lll VRS Canton Edition,2023-07-15T08:32:33.884Z,2017.0,Crna,True,Prednji,Euro 6,19.0,Automatik,Karavan,True,True,True
2.0,4/5,Dizel,110.0,Živinice,Škoda,225000.0,Octavia,24999,"Skoda Octavia 2,0TDI Laurin Klement Alcantara Xenon Aut",2023-11-18T11:12:17.828Z,2018.0,Bijela,True,Prednji,Euro 6,18.0,Automatik,Karavan,True,True,True
2.0,4/5,Dizel,135.0,Fojnica,Škoda,231000.0,Octavia,25900,Škoda Octavia VRS 2.0TDI DSG 184KS,2023-09-16T03:14:46.703Z,2015.0,Bijela,True,Prednji,Euro 5,19.0,Automatik,Karavan,True,True,True
1.6,4/5,Dizel,85.0,Sarajevo - Novi Grad,Škoda,153314.0,Octavia,28900,Škoda Octavia 2018 Ambition 1.6 TDI 115 ks,2023-06-24T17:58:26.128Z,2018.0,Crna,FALSE,Prednji,Euro 6,16.0,Manuelni,Limuzina,True,True,True
2.0,4/5,Dizel,110.0,Sarajevo - Centar,Škoda,222000.0,Octavia,28800,Škoda Octavia 2.0 TDI 4X4 EURO 6 LAURIN&KLEMENT FULL,2023-07-01T07:31:40.146Z,2016.0,Crna,True,Prednji,Euro 6,18.0,Manuelni,unavailable,True,True,FALSE
2.0,4/5,Dizel,110.0,Pale,Škoda,150000.0,Octavia,27250,Škoda Octavia A7 2016.g. 2.0 TDI 110 KW,2023-07-08T02:54:43.248Z,2016.0,Crna,FALSE,Prednji,Euro 6,17.0,Manuelni,Limuzina,True,FALSE,True
2.0,4/5,Dizel,110.0,Banja Luka,Škoda,198000.0,Octavia (Svi),28900,Škoda Octavia Dizel 2.0 110kw,2023-07-08T02:54:43.248Z,2017.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,FALSE
1.6,4/5,Dizel,85.0,Vogošća,Škoda,230000.0,Octavia,28900,SKODA OCTAVIA 1.6 TDI *GREENLINE*FACELIFT*NAVI*PDC*ALU*,2023-07-15T08:32:33.884Z,2017.0,Bijela,True,Prednji,Euro 6,16.0,Manuelni,Limuzina,True,True,True
1.6,4/5,Dizel,88.0,Konjic,Škoda,211452.0,Octavia,26800,Škoda Octavia,2023-07-15T08:32:33.884Z,2018.0,Siva,True,Prednji,Euro 5,16.0,Automatik,Karavan,True,True,FALSE
1.6,4/5,Dizel,85.0,Vitez,Škoda,184.0,Octavia,24900,ŠKODA OCTAVIA A7 FACELIFT 1.6 TDI DSG 12/2018,2024-06-08T06:47:39.122Z,2018.0,Siva,True,Prednji,Euro 6,16.0,Automatik,Karavan,True,True,FALSE
2.0,4/5,Dizel,110.0,Zenica,Škoda,204700.0,Octavia,27900,ŠKODA OCTAVIA 2.0 TDI 4X4 DSG LED NAVI,2023-06-24T17:58:26.128Z,2017.0,Bijela,True,Sva četiri,Euro 6,16.0,Automatik,Karavan,True,True,FALSE
1.6,4/5,Dizel,85.0,Mostar,Škoda,198700.0,Octavia,25900,SKODA OCTAVIA 1.6 TDI 2018 FACELIFT,2024-06-08T06:47:39.122Z,2018.0,Bijela,True,Prednji,Euro 6,16.0,Manuelni,Karavan,True,True,FALSE
2.0,4/5,Dizel,110.0,Sarajevo - Novi Grad,Škoda,240000.0,Octavia,28400,Škoda Octavia 2017,2023-12-23T04:03:35.349Z,2017.0,Bijela,True,Sva četiri,Euro 6,17.0,Manuelni,Karavan,True,FALSE,True
1.6,4/5,Dizel,85.0,Sarajevo - Stari Grad,Škoda,114000.0,Octavia,29980,Škoda Octavia 2018 1.6tdi 114.000km,2023-08-19T13:43:16.184Z,2018.0,Siva,True,Prednji,Euro 6,16.0,Manuelni,Limuzina,True,FALSE,True
2.0,4/5,Dizel,135.0,Banja Luka,Škoda,250000.0,Octavia,26900,"SKODA OCTAVIA RS VRS 2.0 TDI DSG F1, FULL OPRMA",2023-10-07T05:59:36.740Z,2014.0,Crvena,True,Prednji,Euro 6,18.0,Automatik,Karavan,True,True,FALSE
1.6,4/5,Dizel,85.0,Banja Luka,Škoda,183000.0,Octavia,28990,Škoda Octavia 1.6 TDI DSG,2023-12-16T01:47:17.113Z,2017.0,Bijela,True,Prednji,Euro 6,16.0,Automatik,Limuzina,True,True,True
1.6,4/5,Dizel,88.0,Zvornik,Škoda,211000.0,Superb,28900,ŠKODA SUPERB,2023-09-09T07:44:11.387Z,2016.0,Crna,True,Prednji,Euro 6,17.0,Manuelni,Limuzina,True,True,True
3.6,4/5,Benzin,191.0,Sarajevo - Novi Grad,Škoda,199479.0,Superb,25900,Škoda Superb 3.6 V6 DSG 4x4,2024-06-08T06:47:39.122Z,2011.0,Srebrena,True,Sva četiri,Euro 5,18.0,Automatik,Limuzina,True,FALSE,FALSE
1.6,4/5,Dizel,85.0,Zenica,Škoda,174000.0,Octavia,26000,"Škoda Octavia Style 1,6 TDI 2017. god. DETALJNO",2024-03-23T09:15:15.650Z,2017.0,Bijela,True,Prednji,Euro 6,17.0,Manuelni,Limuzina,True,True,True
1.6,4/5,Dizel,85.0,Mostar,Škoda,204000.0,Karoq,28900,ŠKODA Karoq 1.6 TDi 115ks Sportpaket Kamera 2019,2023-07-01T07:31:40.146Z,2019.0,Bijela,True,Prednji,Euro 6,16.0,Manuelni,Monovolumen,True,True,FALSE
1.6,4/5,Dizel,85.0,Mostar,Škoda,111000.0,Octavia,28900,ŠKODA Octavia 1.6 TDi 115ks DSG STYLE Facelift Limuzina,2023-07-29T10:18:15.342Z,2017.0,Zlatna,True,Prednji,Euro 6,16.0,Automatik,Limuzina,True,FALSE,FALSE
2.0,4/5,Dizel,110.0,Pelagićevo,Škoda,193100.0,Octavia,27190,Škoda Octavia  2.0 TDI  2015,2023-09-23T09:55:53.768Z,2015.0,Crna,True,Prednji,Euro 6,16.0,Manuelni,Limuzina,True,FALSE,True
2.0,4/5,Dizel,140.0,Sarajevo - Centar,Škoda,90000.0,Superb,47800,Škoda Superb 2.0 TDI 140KW 200KS 4X4 DSG U GARANCIJI,2023-06-24T17:58:26.128Z,2018.0,Crna,True,Sva četiri,Euro 6,17.0,Automatik,Limuzina,True,True,True
2.0,4/5,Dizel,110.0,Tešanj,Škoda,5.0,Octavia,71157,SKODA OCTAVIA A8 STYLE 2.0 TDI 4x4 DSG7 - na stanju,2023-07-22T10:37:09.991Z,2023.0,Siva,True,Sva četiri,Euro 6,19.0,Automatik,Limuzina,True,True,FALSE
2.0,4/5,Dizel,110.0,Kiseljak,Škoda,169900.0,Octavia,35000,"Škoda Octavia Sportline F1 DSG, 4x4, 2.0TDI, Panorama",2023-07-08T02:54:43.248Z,2018.0,Siva,True,Sva četiri,Euro 6,17.0,Automatik,Karavan,True,True,FALSE
2.0,4/5,Dizel,110.0,Visoko,Škoda,178000.0,Octavia Scout,37500,Škoda Octavia Scout 2.0 TDI DSG 2017 god.,2023-07-08T02:54:43.248Z,2017.0,Bijela,True,Sva četiri,Euro 6,17.0,Automatik,Karavan,True,True,FALSE
2.0,4/5,Dizel,110.0,Visoko,Škoda,221000.0,Kodiaq,45999,Škoda Kodiaq 4x4 2.0 TDI DSG 2018 god.,2023-07-29T10:18:15.342Z,2018.0,Bijela,True,Sva četiri,Euro 6,17.0,Automatik,Terenac,True,FALSE,FALSE
2.0,4/5,Dizel,110.0,Kiseljak,Škoda,225850.0,Octavia,31999,"ŠKODA OCTAVIA L&K, 2.0 TDI, 4x4, DSG, 2018 god",2023-07-01T07:31:40.146Z,2018.0,Crna,True,Sva četiri,Euro 6,17.0,Automatik,Karavan,True,True,FALSE
2.0,4/5,Dizel,140.0,Bijeljina,Škoda,206100.0,Superb,45500,Skoda Superb 2.0tdi 140kw dsg 4x4,2023-09-16T07:50:41.205Z,2017.0,Crna,True,Sva četiri,Euro 6,19.0,Automatik,Limuzina,True,True,True
2.0,4/5,Dizel,110.0,Široki Brijeg,Škoda,227286.0,Kodiaq,36989,"Škoda Kodiaq STYLE 2018,4x4,DSG,LED,NAVIGACIJA,PDC..",2023-07-08T02:54:43.248Z,2018.0,Srebrena,True,Sva četiri,Euro 6,18.0,Automatik,SUV,True,True,FALSE
2.0,4/5,Dizel,110.0,Bijeljina,Škoda,118568.0,Superb,45000,Škoda Superb 2.0tdi 110kw dsg 2018god,2023-07-08T02:54:43.248Z,2018.0,Crna,True,Prednji,Euro 6,18.0,Automatik,Limuzina,True,True,FALSE
2.0,4/5,Dizel,140.0,Sarajevo - Novi Grad,Škoda,200000.0,Karoq,41500,Škoda Karoq DSG 2.0 TDI 4X4,2023-09-02T05:46:57.012Z,2018.0,Crna,True,Sva četiri,Euro 6,17.0,Automatik,SUV,True,True,True
2.0,4/5,Dizel,110.0,Odžak,Škoda,8.0,Octavia,60995,Škoda Octavia 2023,2023-07-22T10:37:09.991Z,2023.0,Crna,FALSE,Sva četiri,Euro 6,17.0,Automatik,Limuzina,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Pale,Škoda,184000.0,Karoq,40999,Škoda Karoq 2.0 TDI DSG 4X4 2018/19,2023-09-09T07:44:11.387Z,2018.0,Plava,True,Sva četiri,Euro 6,17.0,Automatik,Terenac,True,FALSE,True
2.0,4/5,Dizel,110.0,Vogošća,Škoda,84100.0,Octavia,32300,Škoda Octavia 2019g Elegance 84.000km,2023-07-29T10:18:15.342Z,2019.0,Crna,FALSE,Sva četiri,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,FALSE
2.0,4/5,Dizel,140.0,Kiseljak,Škoda,137830.0,Kodiaq,62000,"Škoda Kodiaq 2.0TDI DSG/4x4, Virtual, 190KS",2023-08-12T05:08:00.603Z,2020.0,Crna,True,Sva četiri,Euro 6,18.0,Automatik,Terenac,True,True,True
1.6,4/5,Dizel,85.0,Bijeljina,Škoda,124000.0,Octavia,32200,Škoda Octavia 1.6tdi 85kw 2017god,2023-09-09T07:44:11.387Z,2017.0,Siva,True,Prednji,Euro 6,16.0,Manuelni,Limuzina,True,FALSE,FALSE
2.0,4/5,Dizel,135.0,Kiseljak,Škoda,156550.0,Octavia,38800,"Škoda Octavia L&K Virtual 4x4, DSG, 2.0, 184KS, 12/2019",2023-08-12T05:08:00.603Z,2019.0,Bijela,True,Sva četiri,Euro 6,18.0,Automatik,Karavan,True,True,FALSE
1.6,4/5,Dizel,85.0,Zenica,Škoda,172622.0,Octavia,32990,Škoda Octavia 1.6 TDI DSG ALU NAVI LED,2023-12-09T15:38:14.900Z,2019.0,Siva,True,Prednji,Euro 6,16.0,Automatik,Limuzina,True,True,FALSE
1.6,4/5,Dizel,85.0,Živinice,Škoda,195000.0,Octavia,33500,Škoda Octavia A8 Sport 2018 god 1.6 tdi 85kw,2023-07-15T08:32:33.884Z,2018.0,Plava,True,Prednji,Euro 6,17.0,Automatik,Limuzina,True,True,FALSE
2.0,4/5,Dizel,110.0,Zenica,Škoda,177000.0,Superb,33900,Škoda Superb 2018 2.0 TDi DSG/Xenon/Navi/Led/Koža,2023-07-01T07:31:40.146Z,2018.0,Siva,True,Prednji,Euro 6,17.0,Automatik,Karavan,True,True,FALSE
2.0,4/5,Dizel,140.0,Ilidža,Škoda,190000.0,Kodiaq,54000,Škoda Kodiaq Sportline 2.0 140kw 4x4 full,2023-06-24T17:58:26.128Z,2018.0,Crna,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Gradačac,Škoda,122500.0,Octavia,31800,Škoda Octavia dizel 2.0 TDI 150 KS,2023-08-12T05:08:00.603Z,2019.0,Crna,FALSE,Prednji,Euro 6,16.0,Manuelni,Limuzina,True,FALSE,True
2.0,4/5,Dizel,85.0,Gradačac,Škoda,1.0,Octavia,53400,OCTAVIA A8 STYLE,2023-07-08T02:54:43.248Z,2023.0,Plava,True,Prednji,Euro 6,17.0,Manuelni,Limuzina,True,True,FALSE
2.0,4/5,Dizel,135.0,Sarajevo - Novi Grad,Škoda,200750.0,Octavia,33900,Skoda Octavia SW 2.0 TDI 4x4 DSG Style 135KW,2023-07-01T07:31:40.146Z,2018.0,Bijela,True,Sva četiri,Euro 6,17.0,Automatik,Karavan,True,FALSE,True
2.0,4/5,Dizel,140.0,Sarajevo - Novi Grad,Škoda,150900.0,Kodiaq,52900,Skoda Kodiaq 2.0 TDI 4x4 DSG Businessline 140kw 2017,2023-06-24T17:58:26.128Z,2017.0,Siva,True,Sva četiri,Euro 6,18.0,Automatik,Terenac,True,FALSE,FALSE
2.0,4/5,Dizel,135.0,Kiseljak,Škoda,250100.0,Octavia,29999,"Škoda Octavia 2.0tdi 4x4 DSG Full,Matrix farovi",2024-04-20T06:58:21.181Z,2017.0,Plava,FALSE,Sva četiri,Euro 6,18.0,Automatik,Karavan,True,True,True
2.0,4/5,Dizel,85.0,Gračanica,Škoda,5.0,Octavia,57663,Škoda Octavia 2023,2023-07-08T02:54:43.248Z,2023.0,Siva,True,Prednji,Euro 6,17.0,Automatik,Limuzina,True,True,FALSE
2.0,4/5,Dizel,135.0,Bijeljina,Škoda,88000.0,Octavia,39000,Škoda Octavia 2020,2023-08-12T05:08:00.603Z,2020.0,Plava,FALSE,Sva četiri,Euro 6,16.0,Automatik,unavailable,True,True,FALSE
2.0,4/5,Dizel,135.0,Sarajevo - Novi Grad,Škoda,50000.0,Octavia,45990,Škoda Octavia 2.0TDI DSG 4x4,2023-07-08T02:54:43.248Z,2019.0,Crna,True,Sva četiri,Euro 5,16.0,Automatik,Karavan,True,True,FALSE
2.0,4/5,Dizel,110.0,Sarajevo - Centar,Škoda,1.0,Kodiaq,86873,SKODA KODIAQ STY 2.0 TDI 150 KS DSG7 4X4 7 SJEDIŠTA,2023-09-09T07:44:11.387Z,2023.0,Bijela,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,147.0,Sarajevo - Centar,Škoda,1.0,Kodiaq,93561,SKODA KODIAQ Style 2.0 TDI 200 KS DSG7 4x4 7 SJEDIŠTA,2023-11-25T04:41:56.282Z,2023.0,Bijela,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Ljubuški,Škoda,130138.0,Octavia,42990,Škoda Octavia 2.0 TDI 150KS DSG7 STYLE VIRTUAL LED ACC,2024-01-13T03:37:20.566Z,2019.0,Bijela,True,Prednji,Euro 6,17.0,Automatik,Limuzina,True,True,FALSE
1.6,4/5,Dizel,88.0,Ljubuški,Škoda,122493.0,Superb,46990,Škoda Superb 1.6 TDI 120KS DSG7 STYLE LED PANORAMA Navi,2023-08-26T13:30:05.041Z,2017.0,Siva,True,Prednji,Euro 6,17.0,Automatik,Limuzina,True,True,FALSE
2.0,4/5,Benzin,180.0,Sarajevo - Centar,Škoda,1.0,Kodiaq,111983,SKODA KODIAQ RS 2.0 TSI 180 kW DSG 4x4 7 SJEDIŠTA,2023-10-21T22:24:32.711Z,2023.0,Crvena,FALSE,Sva četiri,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,147.0,Sarajevo - Centar,Škoda,1.0,Kodiaq,106999,SKODA KODIAQ Style 2.0 TDI 200 KS DSG7 4x4,2023-12-09T15:38:14.900Z,2023.0,Siva,FALSE,Sva četiri,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Benzin,180.0,Mostar,Škoda,0.0,Kodiaq,110285,Škoda KODIAQ RS 2.0 TSI 180 kW DSG 4x4,2024-01-13T03:37:20.566Z,2023.0,Siva,True,Sva četiri,Euro 6,20.0,Automatik,SUV,True,True,FALSE
2.0,4/5,Dizel,147.0,Mostar,Škoda,1.0,Kodiaq,106400,Škoda Kodiaq L&K 2.0 TDI 200ks DSG 4X4,2023-10-14T05:17:55.926Z,2023.0,Plava,True,Sva četiri,Euro 6,20.0,Automatik,Terenac,True,True,FALSE
2.0,4/5,Dizel,147.0,Tešanj,Škoda,3.0,Kodiaq,108456,SKODA KODIAQ L&K 2.0 TDI 4x4 DSG7 200 KS - na stanju,2023-09-23T09:55:53.768Z,2023.0,Crvena,True,Sva četiri,Euro 6,16.0,Automatik,SUV,True,True,FALSE
2.0,4/5,Benzin,180.0,Tešanj,Škoda,7.0,Kodiaq,109887,SKODA KODIAQ RS 2.0 TSI 4x4 DSG7 245 KS - nastanju,2024-01-20T07:20:06.802Z,2023.0,Siva,True,Sva četiri,Euro 6,20.0,Automatik,SUV,True,True,FALSE
1.9,4/5,Dizel,66.0,Sokolac,Škoda,360000.0,Octavia,4200,Škoda Octavia 2001,2023-09-30T07:14:05.713Z,2001.0,Plava,FALSE,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,True
1.4,4/5,Benzin,50.0,Gračanica,Škoda,173000.0,Fabia,3500,Škoda Fabia,2023-06-24T17:58:26.128Z,2002.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,FALSE
1.9,4/5,Dizel,47.0,Visoko,Škoda,323000.0,Fabia,4990,Škoda Fabia 1.9sdi 2003g reg do 3/2024,2023-08-19T13:43:16.185Z,2003.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,81.0,Banja Luka,Škoda,343420.0,Octavia,4000,Škoda Octavia 2000,2023-08-19T13:43:16.185Z,2000.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,True,FALSE,True
1.9,4/5,Dizel,66.0,Pale,Škoda,346000.0,Octavia,3700,Škoda Octavia 1.9 TDI,2024-06-08T06:47:39.122Z,1999.0,Zelena,FALSE,Prednji,Euro 4,15.0,Manuelni,Limuzina,True,FALSE,True
1.2,4/5,Benzin,47.0,Tuzla,Škoda,300000.0,Fabia,3900,Škoda Fabia 2004 Benzin/Plin-Klima,2023-12-02T01:47:51.578Z,2004.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,FALSE
1.6,4/5,Plin,75.0,Banja Luka,Škoda,258336.0,Octavia,4700,Škoda Octavia,2023-08-26T13:30:05.041Z,2000.0,Bijela,FALSE,Prednji,Euro 5,15.0,Manuelni,unavailable,True,FALSE,True
1.3,4/5,Benzin,43.0,Zenica,Škoda,88000.0,Felicia,2900,Škoda Felicia,2024-03-16T05:09:32.580Z,2001.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.2,4/5,Benzin,47.0,Mostar,Škoda,292352.0,Fabia,3600,Škoda Fabia Sedan 1.2 HTP,2023-07-01T07:31:40.146Z,2004.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.2,4/5,Benzin,40.0,Banovići,Škoda,285000.0,Fabia,3400,Škoda Fabia 1.2 40kw benzin,2023-07-22T10:37:09.991Z,2004.0,Crna,FALSE,Prednji,Euro 4,14.0,Manuelni,Limuzina,True,FALSE,True
1.9,4/5,Dizel,66.0,Višegrad,Škoda,244000.0,Octavia,2700,Škoda Octavia (Svi) 2001,2023-07-01T07:31:40.146Z,2001.0,Bijela,FALSE,Prednji,Euro 3,15.0,Manuelni,unavailable,True,FALSE,FALSE
1.4,4/5,Benzin,50.0,Novi Travnik,Škoda,205000.0,Fabia,3200,Škoda Fabia Elegance 2003.god 1.4 benz-plin Klima ac,2023-06-24T17:58:26.128Z,2003.0,Siva,FALSE,Prednji,Euro 3,14.0,Manuelni,Limuzina,True,FALSE,True
1.2,4/5,Dizel,55.0,Živinice,Škoda,250000.0,Fabia,9500,Škoda Fabia mod 2011 god 1.2 disel 55kw 80ks,2023-08-12T05:08:00.603Z,2010.0,Plava,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,True,FALSE
1.2,4/5,Dizel,55.0,Živinice,Škoda,280000.0,Fabia,8900,Škoda Fabia 2010 godina 1.2 tdi 55kw,2023-08-12T05:08:00.603Z,2010.0,Smeđa,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
1.6,4/5,Plin,77.0,Vogošća,Škoda,245000.0,Fabia,8400,SKODA FABIA 1.6i LPG*TRENDLINE*REG*TOP STANJE*,2023-06-24T17:58:26.128Z,2008.0,Crvena,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,True
1.9,4/5,Dizel,74.0,Kakanj,Škoda,270000.0,Octavia,4600,Škoda Fabia 1.9 Tdi klima,2024-03-09T13:09:07.088Z,2001.0,Siva,True,Prednji,Euro 4,15.0,Manuelni,unavailable,True,FALSE,True
1.2,4/5,Dizel,55.0,Novi Travnik,Škoda,238000.0,Fabia,9300,Škoda Fabia GreenLine Mod 2011.g 1.2 Tdi 55kw Uvoz Top,2023-08-05T04:36:39.195Z,2010.0,Plava,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,FALSE
1.6,4/5,Plin,75.0,Banja Luka,Škoda,335883.0,Octavia,7999,Škoda Octavia A5,2023-07-08T02:54:43.248Z,2008.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.2,4/5,Dizel,55.0,Breza,Škoda,226456.0,Fabia,7999,Škoda Fabia 2011,2023-07-08T02:54:43.248Z,2011.0,Crna,FALSE,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Zenica,Škoda,253213.0,Octavia,7800,Škoda Octavia 19TDI  REGISTROVANA 061 765 097 REG,2023-06-24T17:58:26.128Z,2007.0,Bijela,FALSE,Prednji,Euro 5,16.0,Automatik,Limuzina,True,FALSE,FALSE
1.6,4/5,Benzin,75.0,Zvornik,Škoda,306000.0,Octavia Tour,5750,Škoda Octavia Tour 2007,2023-09-09T07:44:11.387Z,2007.0,Bijela,FALSE,Prednji,Euro 4,15.0,Manuelni,Karavan,True,FALSE,True
1.4,4/5,Dizel,51.0,Zenica,Škoda,267000.0,Fabia,5900,Škoda Fabia,2023-07-01T07:31:40.146Z,2007.0,Crvena,FALSE,Prednji,Euro 4,14.0,Manuelni,unavailable,True,FALSE,True
1.6,4/5,Dizel,66.0,Banja Luka,Škoda,168000.0,Fabia,9900,Škoda Fabia 1.6 TDI 90KS 2011G UVOZ NJEMAČKA,2023-07-22T10:37:09.991Z,2011.0,Plava,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,FALSE
1.2,4/5,Benzin,44.0,Bijeljina,Škoda,162000.0,Fabia,8999,Škoda Fabia,2023-06-24T17:58:26.128Z,2011.0,Siva,FALSE,Prednji,Euro 5,14.0,Manuelni,Malo auto,True,FALSE,FALSE
1.6,4/5,Dizel,77.0,Petrovo,Škoda,273000.0,Octavia,11400,ŠKODA OCTAVIA 1.6 TDI,2023-07-01T07:31:40.146Z,2011.0,Bijela,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,FALSE
1.6,4/5,Dizel,77.0,Visoko,Škoda,260000.0,Octavia,11800,Škoda Octavia 2011,2023-09-02T05:46:57.012Z,2011.0,Bijela,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,True,True
1.6,4/5,Dizel,77.0,Sarajevo - Novi Grad,Škoda,230000.0,Octavia,12900,Skoda Octavia 1.6 DSG,2023-08-26T13:30:05.041Z,2011.0,Siva,True,Prednji,Euro 5,16.0,Automatik,unavailable,True,True,FALSE
1.6,4/5,Dizel,55.0,Kiseljak,Škoda,222936.0,Fabia,12450,ŠKODA FABIA 1.6 TDI CR 55 kw 12/2013. GODINA,2023-06-24T17:58:26.128Z,2013.0,Siva,True,Prednji,Euro 5,15.0,Manuelni,Limuzina,True,FALSE,FALSE
1.8,4/5,Benzin,118.0,Modriča,Škoda,233000.0,Octavia,11500,Škoda Octavia benzin plin,2023-07-08T02:54:43.248Z,2010.0,Siva,True,Prednji,Euro 5,15.0,Automatik,Karavan,True,True,True
1.6,4/5,Dizel,77.0,Vitez,Škoda,206855.0,Octavia,10800,"Škoda Octavia 1,6 tdi dvoozonska klima",2023-07-15T08:32:33.884Z,2009.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
2.0,4/5,Dizel,103.0,Pale,Škoda,300000.0,Octavia,12000,"Škoda Octavia karavan, 2010 g, registrovana do sept.",2023-09-30T07:14:05.713Z,2010.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,True
2.0,4/5,Dizel,103.0,Kalesija,Škoda,300000.0,Octavia,13000,Škoda Octavia (Svi) 2010,2024-01-20T07:20:06.802Z,2010.0,Plava,True,Prednji,Euro 5,17.0,Manuelni,Karavan,True,FALSE,True
2.0,4/5,Dizel,125.0,Mostar,Škoda,309000.0,Octavia RS,15000,Škoda Octavia VRS,2024-06-08T06:47:39.122Z,2009.0,Plava,True,Prednji,Euro 5,18.0,Manuelni,Karavan,True,FALSE,True
1.6,4/5,Dizel,77.0,Ilijaš,Škoda,302700.0,Octavia,10500,Škoda Octavia 1.6 TDI 2011god.,2023-11-18T11:12:17.828Z,2011.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,True
1.6,4/5,Dizel,77.0,Mostar,Škoda,232000.0,Octavia,12000,Skoda Octavia 1.6 2011 Automatik,2023-06-24T17:58:26.128Z,2011.0,Crna,True,Prednji,Euro 5,16.0,Automatik,Karavan,True,FALSE,FALSE
1.6,4/5,Dizel,66.0,Kiseljak,Škoda,186000.0,Fabia,9800,Škoda Fabia 1.6 TDI 2010 godina registrovana do 2/2024,2023-07-01T07:31:40.146Z,2010.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.6,4/5,Dizel,66.0,Doboj Jug,Škoda,228000.0,Fabia,10800,Škoda Fabia 1.6 TDI 66KW 2013 GOD,2023-09-02T05:46:57.012Z,2013.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
